route_id,service_id,trip_id,trip_headsign,direction_id,block_id,wheelchair_accessible
ME1,52953-_ME116-LAMJV,5541045,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME116-LAMJV,5541047,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME116-LAMJV,5541057,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME116-LAMJV,5541067,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME117-LAMJV,5541095,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME117-LAMJV,5541103,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME118-LAMJV,5541144,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME118-LAMJV,5541150,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME118-LAMJV,5541154,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME118-LAMJV,5541170,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME119-LAMJV,5541176,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME121-LAMJV,5541183,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME121-LAMJV,5541187,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME124-LAMJV,5541204,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME126-LAMJV,5541217,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME127-LAMJV,5541226,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME127-LAMJV,5541240,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME127-LAMJV,5541244,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME128-LAMJV,5541250,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME128-LAMJV,5541262,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME129-LAMJV,5541281,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME129-LAMJV,5541283,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME129-LAMJV,5541285,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME134-LAMJV,5541330,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME134-LAMJV,5541336,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME135-LAMJV,5541340,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME137-LAMJV,5541350,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME137-LAMJV,5541376,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME138-LAMJV,5541383,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME138-LAMJV,5541395,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME138-LAMJV,5541397,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME140-LAMJV,5541441,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME140-LAMJV,5541449,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME141-LAMJV,5541456,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME143-LAMJV,5541499,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME143-LAMJV,5541501,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME143-LAMJV,5541503,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME145-LAMJV,5541517,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME145-LAMJV,5541519,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME145-LAMJV,5541521,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME146-LAMJV,5541530,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME146-LAMJV,5541536,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME147-LAMJV,5541546,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME148-LAMJV,5541552,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME148-LAMJV,5541560,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME150-LAMJV,5541588,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME152-LAMJV,5541608,Lille Chu - Eurasanté,0,,1
ME1,52953-_ME154-LAMJV,5541635,Lille Chu - Eurasanté,0,,1
58,53579-__5802-S,5633055,Loos Eurasante Epi De Soil,0,,1
ME1,52951-_ME102-S,5539678,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME103-S,5539689,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME103-S,5539711,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME104-S,5539733,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME104-S,5539743,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME104-S,5539751,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME105-S,5539783,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME105-S,5539785,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME106-S,5539820,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME106-S,5539822,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME106-S,5539824,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME106-S,5539854,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME107-S,5539862,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME108-S,5539902,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME109-S,5539956,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME109-S,5539966,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME109-S,5539982,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME110-S,5540003,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME111-S,5540039,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME113-S,5540100,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME113-S,5540106,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME114-S,5540128,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME114-S,5540130,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME115-S,5540142,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME115-S,5540148,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME116-S,5540159,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME116-S,5540163,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME117-S,5540185,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME117-S,5540199,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME118-S,5540225,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME119-S,5540233,Lille Chu - Eurasanté,0,,1
ME1,52951-_ME119-S,5540241,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME101-LAMJV,5550035,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME101-LAMJV,5550051,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME101-LAMJV,5550061,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME102-LAMJV,5550073,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME102-LAMJV,5550083,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME102-LAMJV,5550091,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME102-LAMJV,5550099,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME103-LAMJV,5550126,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME103-LAMJV,5550144,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME104-LAMJV,5550164,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME104-LAMJV,5550170,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME104-LAMJV,5550172,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME104-LAMJV,5550178,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME104-LAMJV,5550188,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME105-LAMJV,5550211,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME105-LAMJV,5550229,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME106-LAMJV,5550266,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME106-LAMJV,5550274,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME109-LAMJV,5550300,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME110-LAMJV,5550306,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME110-LAMJV,5550308,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME110-LAMJV,5550310,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME111-LAMJV,5550328,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME111-LAMJV,5550332,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME111-LAMJV,5550344,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME111-LAMJV,5550348,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME112-LAMJV,5550395,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME113-LAMJV,5550410,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME114-LAMJV,5550464,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME115-LAMJV,5550483,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME116-LAMJV,5550513,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME116-LAMJV,5550515,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME116-LAMJV,5550523,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME116-LAMJV,5550527,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME116-LAMJV,5550531,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME119-LAMJV,5550558,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME119-LAMJV,5550568,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME120-LAMJV,5550572,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME121-LAMJV,5550586,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME122-LAMJV,5550606,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME122-LAMJV,5550620,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME122-LAMJV,5550622,Lille Chu - Eurasanté,0,,1
ME1,52967-_ME124-LAMJV,5550630,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME101-LAMJV,5550641,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME101-LAMJV,5550649,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME101-LAMJV,5550653,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME102-LAMJV,5550693,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME103-LAMJV,5550723,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME103-LAMJV,5550725,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME103-LAMJV,5550747,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME104-LAMJV,5550769,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME104-LAMJV,5550797,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME104-LAMJV,5550799,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME104-LAMJV,5550801,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME105-LAMJV,5550818,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME106-LAMJV,5550853,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME106-LAMJV,5550893,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME109-LAMJV,5550910,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME111-LAMJV,5550934,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME111-LAMJV,5550944,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME111-LAMJV,5550952,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME111-LAMJV,5550958,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME111-LAMJV,5550966,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME112-LAMJV,5550991,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME112-LAMJV,5550997,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME113-LAMJV,5551021,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME113-LAMJV,5551037,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME114-LAMJV,5551044,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME114-LAMJV,5551046,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME114-LAMJV,5551062,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME115-LAMJV,5551087,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME115-LAMJV,5551125,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME116-LAMJV,5551132,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME118-LAMJV,5551162,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME119-LAMJV,5551173,Lille Chu - Eurasanté,0,,1
ME1,52968-_ME122-LAMJV,5551218,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME103-LAMJV,5548516,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME103-LAMJV,5548526,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME104-LAMJV,5548540,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME104-LAMJV,5548558,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME104-LAMJV,5548564,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME104-LAMJV,5548568,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME105-LAMJV,5548611,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME106-LAMJV,5548623,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME106-LAMJV,5548627,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME106-LAMJV,5548641,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME108-LAMJV,5548683,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME109-LAMJV,5548714,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME109-LAMJV,5548726,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME109-LAMJV,5548728,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME110-LAMJV,5548741,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME110-LAMJV,5548745,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME110-LAMJV,5548747,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME110-LAMJV,5548763,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME110-LAMJV,5548771,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME112-LAMJV,5548784,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME114-LAMJV,5548827,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME114-LAMJV,5548831,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME119-LAMJV,5548877,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME119-LAMJV,5548881,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME120-LAMJV,5548895,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME121-LAMJV,5548933,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME121-LAMJV,5548941,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME122-LAMJV,5548962,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME122-LAMJV,5548968,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME122-LAMJV,5548970,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME122-LAMJV,5548972,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME122-LAMJV,5548976,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME123-LAMJV,5549002,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME124-LAMJV,5549028,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME127-LAMJV,5549086,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME129-LAMJV,5549116,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME129-LAMJV,5549132,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME130-LAMJV,5549135,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME131-LAMJV,5549162,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME131-LAMJV,5549172,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME132-LAMJV,5549181,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME138-LAMJV,5549233,Lille Chu - Eurasanté,0,,1
ME1,52965-_ME138-LAMJV,5549235,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME101-LAMJV,5549250,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME102-LAMJV,5549265,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME103-LAMJV,5549269,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME103-LAMJV,5549287,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME103-LAMJV,5549303,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME104-LAMJV,5549309,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME104-LAMJV,5549315,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME104-LAMJV,5549329,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME105-LAMJV,5549372,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME105-LAMJV,5549384,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME106-LAMJV,5549391,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME106-LAMJV,5549397,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME106-LAMJV,5549407,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME109-LAMJV,5549455,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME109-LAMJV,5549467,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME109-LAMJV,5549471,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME110-LAMJV,5549506,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME110-LAMJV,5549516,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME110-LAMJV,5549520,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME112-LAMJV,5549548,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME112-LAMJV,5549550,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME112-LAMJV,5549554,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME114-LAMJV,5549587,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME114-LAMJV,5549589,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME114-LAMJV,5549601,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME114-LAMJV,5549607,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME115-LAMJV,5549615,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME120-LAMJV,5549659,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME121-LAMJV,5549669,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME121-LAMJV,5549681,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME122-LAMJV,5549732,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME122-LAMJV,5549736,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME122-LAMJV,5549738,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME122-LAMJV,5549740,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME122-LAMJV,5549752,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME123-LAMJV,5549774,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME124-LAMJV,5549792,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME124-LAMJV,5549810,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME124-LAMJV,5549814,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME124-LAMJV,5549816,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME127-LAMJV,5549850,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME128-LAMJV,5549884,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME128-LAMJV,5549888,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME129-LAMJV,5549906,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME129-LAMJV,5549908,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME130-LAMJV,5549914,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME131-LAMJV,5549939,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME132-LAMJV,5549953,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME133-LAMJV,5549978,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME134-LAMJV,5549993,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME135-LAMJV,5549998,Lille Chu - Eurasanté,0,,1
ME1,52966-_ME140-LAMJV,5550031,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME101-D,5544385,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME101-D,5544405,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME101-D,5544409,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME101-D,5544411,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME101-D,5544425,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME102-D,5544436,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME102-D,5544444,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME103-D,5544498,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME104-D,5544507,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME104-D,5544539,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME105-D,5544549,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME105-D,5544555,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME105-D,5544557,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME106-D,5544585,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME106-D,5544619,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME107-D,5544626,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME107-D,5544634,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME107-D,5544638,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME109-D,5544702,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME110-D,5544719,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME110-D,5544735,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME110-D,5544737,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME111-D,5544749,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME111-D,5544751,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME111-D,5544753,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME111-D,5544759,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME112-D,5544767,Lille Chu - Eurasanté,0,,1
ME1,52958-_ME112-D,5544789,Lille Chu - Eurasanté,0,,1
L92,53640-_L9222-LAMJV,5637161,Seclin Centre Hospitalier,0,,1
L92,53640-_L9225-LAMJV,5637169,Seclin Centre Hospitalier,0,,1
C4,53627-__C405-LAMJV,5635794,Armentieres Resistants,0,,1
C4,53627-__C405-LAMJV,5635803,Armentieres Resistants,0,,1
55,53564-__5512-LAMJV,5632036,Lille Chu - Eurasanté,1,,1
55,53561-__5504-D,5631847,Lille Chu - Eurasanté,1,,1
55,53562-__5523-LAMJV,5631915,Lille Chu - Eurasanté,1,,1
18,53131-__1827-LAMJV,5583915,Lomme Anatole France,1,,1
CO1,52524-_CO143-LAMJV,5517225,Villeneuve D Ascq V. D'Ascq Hotel De Ville,1,,1
55,53563-__5511-S,5631962,Lille Chu - Eurasanté,1,,1
55,53563-__5512-S,5631964,Lille Chu - Eurasanté,1,,1
C2,53136-__C219-LAMJV,5584456,Villeneuve D Ascq V. D'Ascq Hotel De Ville,0,,1
C2,53136-__C220-LAMJV,5584459,Villeneuve D Ascq V. D'Ascq Hotel De Ville,0,,1
38,53492-__3808-LAMJV,5624981,Tourcoing C.H. Dron,0,,1
38,53492-__3807-LAMJV,5624975,Tourcoing C.H. Dron,0,,1
L2,52313-__L250-LAMJV,5502611,Loos Les Oliveaux,1,,1
L2,52313-__L251-LAMJV,5502638,Loos Les Oliveaux,1,,1
L2,52313-__L251-LAMJV,5502640,Loos Les Oliveaux,1,,1
L2,52313-__L251-LAMJV,5502650,Loos Les Oliveaux,1,,1
L2,52313-__L255-LAMJV,5502712,Loos Les Oliveaux,1,,1
L2,52313-__L256-LAMJV,5502727,Loos Les Oliveaux,1,,1
L2,52313-__L256-LAMJV,5502733,Loos Les Oliveaux,1,,1
L2,52313-__L258-LAMJV,5502790,Loos Les Oliveaux,1,,1
L2,52313-__L260-LAMJV,5502814,Loos Les Oliveaux,1,,1
L2,52313-__L260-LAMJV,5502816,Loos Les Oliveaux,1,,1
L2,52313-__L260-LAMJV,5502818,Loos Les Oliveaux,1,,1
L2,52313-__L260-LAMJV,5502826,Loos Les Oliveaux,1,,1
L5,52298-__L557-LAMJV,5499907,La Madeleine Montgolfier,1,,1
L5,52298-__L560-LAMJV,5499923,La Madeleine Montgolfier,1,,1
L5,52298-__L560-LAMJV,5499935,La Madeleine Montgolfier,1,,1
L5,52298-__L567-LAMJV,5500020,La Madeleine Montgolfier,1,,1
L5,52298-__L571-LAMJV,5500095,La Madeleine Montgolfier,1,,1
L5,52298-__L572-LAMJV,5500110,La Madeleine Montgolfier,1,,1
14,53836-__1402-LAMJV,5654016,Wattignies Cimetiere,1,,1
14,53836-__1402-LAMJV,5654018,Wattignies Cimetiere,1,,1
14,53836-__1404-LAMJV,5654047,Wattignies Cimetiere,1,,1
14,53836-__1405-LAMJV,5654052,Wattignies Marais,1,,1
14,53836-__1417-LAMJV,5654182,Wattignies Cimetiere,1,,1
L2,52314-__L251-LAMJV,5502879,Loos Les Oliveaux,1,,1
L2,52314-__L251-LAMJV,5502881,Loos Les Oliveaux,1,,1
L2,52314-__L253-LAMJV,5502915,Loos Les Oliveaux,1,,1
L2,52314-__L254-LAMJV,5502927,Loos Les Oliveaux,1,,1
L2,52314-__L254-LAMJV,5502937,Loos Les Oliveaux,1,,1
L2,52314-__L255-LAMJV,5502969,Loos Les Oliveaux,1,,1
L2,52314-__L256-LAMJV,5502976,Loos Les Oliveaux,1,,1
L2,52314-__L256-LAMJV,5502978,Loos Les Oliveaux,1,,1
L2,52314-__L256-LAMJV,5502994,Loos Les Oliveaux,1,,1
L2,52314-__L257-LAMJV,5503008,Loos Les Oliveaux,1,,1
L2,52314-__L257-LAMJV,5503016,Loos Les Oliveaux,1,,1
L2,52314-__L257-LAMJV,5503020,Loos Les Oliveaux,1,,1
L5,52300-__L553-LAMJV,5500523,La Madeleine Montgolfier,1,,1
L5,52300-__L553-LAMJV,5500532,La Madeleine Montgolfier,1,,1
L5,52300-__L553-LAMJV,5500535,La Madeleine Montgolfier,1,,1
L5,52300-__L554-LAMJV,5500544,La Madeleine Montgolfier,1,,1
L5,52300-__L555-LAMJV,5500574,La Madeleine Montgolfier,1,,1
L5,52300-__L555-LAMJV,5500577,La Madeleine Montgolfier,1,,1
L5,52300-__L558-LAMJV,5500630,La Madeleine Montgolfier,1,,1
14,53839-__1402-LAMJV,5654446,Wattignies Marais,1,,1
14,53839-__1404-LAMJV,5654483,Wattignies Cimetiere,1,,1
14,53839-__1404-LAMJV,5654485,Wattignies Marais,1,,1
14,53839-__1406-LAMJV,5654510,Wattignies Cimetiere,1,,1
14,53839-__1407-LAMJV,5654523,Wattignies Marais,1,,1
14,53839-__1407-LAMJV,5654527,Wattignies Marais,1,,1
14,53839-__1410-LAMJV,5654546,Wattignies Marais,1,,1
14,53839-__1410-LAMJV,5654548,Wattignies Cimetiere,1,,1
14,53839-__1412-LAMJV,5654574,Wattignies Cimetiere,1,,1
14,53839-__1412-LAMJV,5654578,Wattignies Cimetiere,1,,1
L8,52906-__L801-S,5533822,Tourcoing Pt De Neuville,0,,1
L8,52906-__L802-S,5533845,Tourcoing Pt De Neuville,0,,1
L8,52906-__L805-S,5533902,Tourcoing Pt De Neuville,0,,1
L8,52906-__L807-S,5533955,Tourcoing Pt De Neuville,0,,1
L8,52906-__L809-S,5534009,Tourcoing Pt De Neuville,0,,1
33,52325-__3302-D,5503859,Leers Coeur De Ville,0,,1
